address,postal_code,capacity,city,close,cost_per_unit,country,latitude,longitude,open,payment_modes,staff,available,charger_type,"if_battery_swap_station,_no._of_dockets",id,vendor,charging_type,contact_number,name,coordinates,timing,no_of_chargers,station_type
Lohia auto new Delhi,110030.0,3.3 KW,New Delhi,23:59:59,,India,28.498025894165,77.1593017578125,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_003481,Revos,Charging,,,"{'latitude': 28.498025894165, 'longitude': 77.1593017578125}",24 hours,1.0,Charging Station
"473, Britannia Rd, Tri Nagar, Delhi, 110034",110034.0,3.3 KW,Delhi,23:59:59,5.0,India,28.6807207,77.1553153,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_001806,Revos,Charging,,,"{'latitude': 28.6807207, 'longitude': 77.1553153}",24 hours,1.0,Charging Station
"Pocket E Sarita Vihar, Sarita Vihar, New Delhi, Delhi 110076",110076.0,3.3 KW,New Delhi,23:59:59,5.0,India,28.5289341149285,77.292667267478,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_001848,Revos,Charging,,,"{'latitude': 28.5289341149285, 'longitude': 77.292667267478}",24 hours,1.0,Charging Station
"Matiala, Delhi, 110078",110078.0,3.3 KW,Delhi,23:59:59,5.0,India,28.6086865,77.0494577,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_001728,Revos,Charging,,,"{'latitude': 28.6086865, 'longitude': 77.0494577}",24 hours,1.0,Charging Station
"Matiala, Delhi, 110078",110078.0,3.3 KW,Delhi,23:59:59,5.0,India,28.6086865,77.0494577,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_004072,Revos,Charging,,,"{'latitude': 28.6086865, 'longitude': 77.0494577}",24 hours,1.0,Charging Station
"Matiala, Delhi, 110078",110078.0,3.3 KW,Delhi,23:59:59,5.0,India,28.6086865,77.0494577,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_004261,Revos,Charging,,,"{'latitude': 28.6086865, 'longitude': 77.0494577}",24 hours,1.0,Charging Station
"Matiala, Delhi, 110078",110078.0,3.3 KW,Delhi,23:59:59,5.0,India,28.6086865,77.0494577,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_004581,Revos,Charging,,,"{'latitude': 28.6086865, 'longitude': 77.0494577}",24 hours,1.0,Charging Station
"Matiala, Delhi, 110078",110078.0,3.3 KW,Delhi,23:59:59,5.0,India,28.6086865,77.0494577,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_003439,Revos,Charging,,,"{'latitude': 28.6086865, 'longitude': 77.0494577}",24 hours,1.0,Charging Station
"Matiala, Delhi, 110078",110078.0,3.3 KW,Delhi,23:59:59,5.0,India,28.6086865,77.0494577,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_003522,Revos,Charging,,,"{'latitude': 28.6086865, 'longitude': 77.0494577}",24 hours,1.0,Charging Station
Sahara evols saket,110030.0,3.3 KW,New Delhi,23:59:59,,India,28.5195406691519,77.2008177638053,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_002881,Revos,Charging,,,"{'latitude': 28.5195406691519, 'longitude': 77.2008177638053}",24 hours,1.0,Charging Station
"Pocket E Sarita Vihar, Sarita Vihar, New Delhi, Delhi 110076",110076.0,3.3 KW,New Delhi,23:59:59,5.0,India,28.5289341149285,77.292667267478,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_003266,Revos,Charging,,,"{'latitude': 28.5289341149285, 'longitude': 77.292667267478}",24 hours,1.0,Charging Station
"473, Britannia Rd, Tri Nagar, Delhi, 110034",110034.0,3.3 KW,Delhi,23:59:59,5.0,India,28.6807207,77.1553153,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_002842,Revos,Charging,,,"{'latitude': 28.6807207, 'longitude': 77.1553153}",24 hours,1.0,Charging Station
"7882, Dina nath road, kharian mohalla new delhi",110007.0,3.3 KW,Delhi,23:59:59,,India,28.6698506619531,77.2018376737833,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_003671,Revos,Charging,,,"{'latitude': 28.6698506619531, 'longitude': 77.2018376737833}",24 hours,1.0,Charging Station
"BB-7A, SHOP NO.3, SHALIMAR BAGH,  NEAR UNDERPASS,OPP FLAG, NEW DELHI-110088",110088.0,3.3 KW,Delhi,23:59:59,20.0,India,28.7196903228759,77.161018371582,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_004437,Revos,Charging,,,"{'latitude': 28.7196903228759, 'longitude': 77.161018371582}",24 hours,1.0,Charging Station
"Nithari Chowk, Fauji Vatika, ShivRam Pan Bhandar\nKirari Suleman Nagar, Delhi-110086",110086.0,3.3 KW,Delhi,23:59:59,10.0,India,28.7043342590332,77.0538101196289,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_004577,Revos,Charging,,,"{'latitude': 28.7043342590332, 'longitude': 77.0538101196289}",24 hours,1.0,Charging Station
scope minar PNB Bank,110092.0,3.3 KW,Delhi,23:59:59,15.0,India,28.6386623382568,77.2850723266601,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_003754,Revos,Charging,,,"{'latitude': 28.6386623382568, 'longitude': 77.2850723266601}",24 hours,1.0,Charging Station
Pocket 3 Sector 23 Rohini Delhi,110086.0,3.3 KW,Delhi,23:59:59,30.0,India,28.7209403796492,77.0801807194948,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_004781,Revos,Charging,,,"{'latitude': 28.7209403796492, 'longitude': 77.0801807194948}",24 hours,1.0,Charging Station
"557 A, G. T. Road, opp.UCO bank,Shahdara,Delhi-110032",110032.0,3.3 KW,New Delhi,23:59:59,30.0,India,28.6761207260215,77.2954695671796,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_003817,Revos,Charging,,,"{'latitude': 28.6761207260215, 'longitude': 77.2954695671796}",24 hours,1.0,Charging Station
Pocket 3 Sector 23 Rohini Delhi,110085.0,3.3 KW,Delhi,23:59:59,30.0,India,28.7218468618982,77.0788211748004,00:00:00,E-Wallet/Card/UPI,Unstaffed,1.0,BOLT 16A LITE 240V 5A/15A Socket,NILL,BOLT_004099,Revos,Charging,,,"{'latitude': 28.7218468618982, 'longitude': 77.0788211748004}",24 hours,1.0,Charging Station
